,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
755,Westerland,40,NL,1566202121,68,52.89,4.93,66.0,19.46
756,San Jose,1,HN,1566202122,100,14.25,-87.96,69.8,2.08
757,Kuldur,100,RU,1566202123,89,49.22,131.63,56.15,3.56
758,Muros,0,ES,1566202124,82,42.77,-9.06,69.01,6.93
759,Shahrud,0,IR,1566202126,26,36.42,54.97,70.19,3.76
760,Ranot,34,TH,1566202128,46,7.78,100.32,93.05,14.41
761,Pilar,0,AR,1566202130,64,-34.46,-58.91,41.0,5.82
762,Rantepao,99,ID,1566202132,94,-2.97,119.9,64.25,3.2
763,Nieuw Amsterdam,40,SR,1566202133,94,5.88,-55.08,73.99,1.12
764,Seoul,1,KR,1566201869,51,37.57,126.98,89.6,2.24
765,Laje,9,BR,1566202135,97,-13.18,-39.42,62.99,1.43
766,Yerofey Pavlovich,17,RU,1566202136,47,53.97,121.97,68.93,5.99
767,Marzuq,0,YE,1566202138,16,14.4,46.47,92.51,14.94
768,Kasangulu,75,CD,1566202139,78,-4.59,15.17,71.6,6.93
769,Manassas,20,US,1566202142,83,38.75,-77.48,78.01,4.27
770,Pasighat,89,IN,1566202143,84,28.06,95.33,80.63,4.12
771,Kaohsiung,75,TW,1566202146,88,22.62,120.31,80.6,5.82
772,Laguna,99,BZ,1566202147,98,16.17,-88.94,72.89,1.23
773,Gelgaudiskis,67,LT,1566202148,81,55.08,22.98,70.01,8.75
774,Pringsewu,19,ID,1566202149,64,-5.36,104.98,78.47,7.4
775,Severnyy-Kospashskiy,99,RU,1566202151,70,59.09,57.8,61.0,5.01
776,Adolfo Lopez Mateos,33,MX,1566202153,78,26.8,-109.39,86.0,1.68
777,Petropavlovsk-Kamchatskiy,75,RU,1566202154,87,53.05,158.65,57.2,8.95
778,Natal,75,BR,1566202155,94,-5.81,-35.21,71.6,5.82
779,Terrace,75,CA,1566201948,76,54.52,-128.61,53.6,14.99
780,Kabelvag,0,NO,1566202158,82,68.21,14.48,61.0,11.41
781,Kupang,0,ID,1566202159,68,-10.16,123.6,81.35,10.33
782,Oistins,20,BB,1566202160,83,13.07,-59.53,80.6,9.17
783,Shache,0,CN,1566202162,13,38.42,77.24,87.11,3.06
784,Nkoteng,93,CM,1566202163,78,4.5,12.12,75.77,6.87
785,Omboue,100,GA,1566202164,88,-1.57,9.26,74.51,11.97
786,Dangriga,70,BZ,1566202165,100,16.97,-88.23,77.0,0.83
787,Fort-Shevchenko,0,KZ,1566202166,55,44.51,50.26,78.47,14.38
788,Magdalena Milpas Altas,90,GT,1566202168,93,14.55,-90.68,64.4,2.73
789,Mudgee,0,AU,1566202169,31,-32.6,149.59,50.0,17.22
790,Nouadhibou,75,MR,1566202170,94,20.93,-17.03,71.6,6.93
791,Jinji,77,CN,1566202173,69,22.16,112.49,87.01,4.12
792,Lima,90,PE,1566202174,93,-12.06,-77.04,59.0,6.93
793,Sokolo,83,ML,1566202175,64,14.74,-6.12,83.33,9.31
